avion,daño recibido,cantidad de impactos,cantidad disparos,derribado,objetivo,cantidad de saltos
F15,172.45041180621195,1,6,True,True,105
F15,192.53675642618379,1,8,True,True,105
F15,0,0,0,False,True,81
F15,0,0,2,False,True,97
A10,0,0,6,False,True,124
F15,264.2483935761401,2,8,True,True,106
A10,72.24011404069694,1,24,False,True,86
A10,0,0,0,False,True,92
F15,0,0,0,False,True,102
A10,3047.8009614229923,9,42,True,True,137
F15,0,0,0,False,True,114
F15,0,0,4,False,True,123
A10,0,0,0,False,True,88
A10,0,0,0,False,True,104
F15,0,0,2,False,True,103
F15,0,0,0,False,True,87
A10,0,0,6,False,True,97
A10,321.78817795269583,3,53,False,True,92
A10,0,0,0,False,True,84
F15,0,0,0,False,True,105
F15,844.9408365229967,3,14,True,True,91
F15,0,0,0,False,True,89
F15,0,0,0,False,True,116
F15,0,0,0,False,True,85
F15,0,0,0,False,True,115
F15,0,0,0,False,True,99
F15,228.17848886684092,2,6,True,True,89
A10,0,0,0,False,True,98
F15,0,0,0,False,True,83
F15,0,0,4,False,True,97
A10,124.62001250745129,2,6,False,True,112
A10,0,0,0,False,True,95
F15,0,0,2,False,True,80
F15,204.427923909421,2,50,True,True,103
A10,0,0,0,False,True,112
F15,1391.700123057622,5,14,True,True,113
F15,540.286372160582,5,19,True,True,104
F15,0,0,10,False,True,102
F15,0,0,0,False,True,87
A10,0,0,0,False,True,91
A10,0,0,0,False,True,115
F15,0,0,4,False,True,96
A10,0,0,0,False,True,98
F15,287.1237890079269,1,10,True,True,112
A10,0,0,0,False,True,101
F15,677.0839215420966,4,37,True,True,87
A10,0,0,0,False,True,120
F15,0,0,10,False,True,107
F15,0,0,0,False,True,86
F15,0,0,0,False,True,112
A10,158.53469617056317,1,12,False,True,83
A10,0,0,0,False,True,92
A10,0,0,0,False,True,105
F15,0,0,0,False,True,89
A10,0,0,18,False,True,86
A10,3505.9720781840065,11,30,True,True,101
A10,0,0,6,False,True,93
A10,0,0,0,False,True,84
A10,0,0,0,False,True,97
A10,1596.4878115331253,7,36,True,True,129
F15,0,0,0,False,True,89
A10,0,0,0,False,True,105
A10,1053.7708867807305,6,98,True,True,131
F15,0,0,2,False,True,96
F15,1261.0707725978928,6,27,True,True,136
A10,0,0,0,False,True,105
F15,192.81947187007017,2,38,True,True,133
A10,49.95907637284748,1,17,False,True,96
F15,0,0,0,False,True,135
A10,0,0,12,False,True,105
F15,0,0,0,False,True,103
A10,1169.046972299077,10,54,True,True,84
F15,12743.250513139166,44,206,True,True,103
F15,0,0,0,False,True,101
F15,13884.037456636517,50,190,True,True,95
A10,0,0,0,False,True,92
F15,0,0,2,False,True,88
A10,2003.7998132516545,13,63,True,True,93
F15,0,0,6,False,True,98
A10,1076.99507443786,4,24,True,True,96
F15,0,0,0,False,True,89
F15,0,0,0,False,True,126
A10,3072.1379507608635,18,91,True,True,99
F15,0,0,2,False,True,119
A10,326.0814973603152,5,15,False,True,116
F15,119.09308117702307,1,2,True,True,102
A10,948.697180799025,3,24,True,True,97
A10,0,0,6,False,True,89
F15,0,0,0,False,True,84
F15,0,0,0,False,True,88
F15,0,0,4,False,True,99
A10,0,0,0,False,True,94
A10,0,0,0,False,True,94
A10,0,0,0,False,True,92
A10,0,0,0,False,True,91
A10,0,0,12,False,True,98
A10,1154.659148784591,8,45,True,True,93
F15,0,0,4,False,True,119
A10,0,0,0,False,True,97
A10,959.2213182007075,3,24,True,True,95
A10,408.2554113631338,2,18,False,True,83
A10,0,0,0,False,True,98
F15,0,0,2,False,True,117
F15,60.178088300605395,1,14,True,True,121
A10,0,0,0,False,True,107
F15,0,0,0,False,True,96
F15,0,0,2,False,True,110
A10,0,0,0,False,True,99
A10,0,0,0,False,True,130
F15,1000.9782609604822,4,14,True,True,102
F15,210.87639542101243,1,8,True,True,105
A10,0,0,0,False,True,102
A10,0,0,0,False,True,97
A10,1354.2638098693176,10,35,True,True,94
A10,0,0,0,False,True,90
F15,0,0,0,False,True,96
F15,0,0,2,False,True,90
F15,0,0,4,False,True,104
A10,0,0,0,False,True,102
A10,0,0,0,False,True,93
F15,3465.663886562441,18,182,True,True,91
A10,535.1711702637166,4,22,True,True,104
A10,3315.306050469829,8,36,True,True,119
A10,0,0,0,False,True,82
A10,0,0,0,False,True,105
F15,0,0,0,False,True,92
F15,0,0,0,False,True,95
F15,0,0,0,False,True,116
A10,0,0,0,False,True,86
F15,1155.0460127028973,4,14,True,True,98
A10,162.88887371034753,1,6,False,True,99
F15,342.4396587518882,1,12,True,True,87
F15,0,0,2,False,True,87
A10,0,0,0,False,True,88
A10,0,0,12,False,True,95
A10,30.756044628771917,1,11,False,True,130
A10,0,0,0,False,True,85
A10,180.6577222907025,1,12,False,True,85
F15,183.03687333308415,1,2,True,True,102
F15,0,0,4,False,True,88
A10,0,0,0,False,True,82
A10,0,0,0,False,True,103
A10,0,0,0,False,True,102
F15,355.17985473222035,4,12,True,True,90
A10,0,0,0,False,True,105
F15,514.3128940765562,3,18,True,True,133
F15,0,0,0,False,True,93
F15,0,0,0,False,True,103
F15,0,0,0,False,True,94
F15,142.42114648623289,1,6,True,True,83
A10,0,0,0,False,True,83
A10,2302.672099033417,16,56,True,True,102
A10,2083.835269454123,5,24,True,True,102
F15,0,0,0,False,True,104
A10,0,0,12,False,True,109
A10,126.55436003797803,2,12,False,True,103
F15,283.93537270834975,1,14,True,True,99
F15,70.28571428571428,1,4,True,True,96
F15,0,0,0,False,True,89
A10,2233.6152258899765,13,27,True,True,92
A10,0,0,0,False,True,90
A10,0,0,0,False,True,86
F15,0,0,2,False,True,99
F15,0,0,0,False,True,118
A10,0,0,0,False,True,90
F15,1082.4454742534065,10,108,True,True,92
A10,1977.479699188345,8,30,True,True,107
A10,0,0,0,False,True,126
A10,59.17608971540227,1,6,False,True,94
F15,169.47035481097691,1,8,True,True,118
A10,64.08722012756158,1,12,False,True,104
F15,0,0,4,False,True,102
A10,2546.426081726809,17,129,True,True,138
F15,0,0,0,False,True,85
A10,184.2217708885143,2,12,False,True,98
A10,0,0,0,False,True,104
A10,551.8521722167682,2,24,True,True,81
A10,1117.9814649781133,4,30,True,True,117
F15,0,0,0,False,True,93
F15,117.32010853734073,1,12,True,True,95
A10,1658.1778512721808,5,24,True,True,121
F15,0,0,0,False,True,89
F15,529.3026841208584,1,14,True,True,118
A10,0,0,0,False,True,104
A10,319.47825348775075,4,12,False,True,87
A10,0,0,0,False,True,88
A10,27.586103448316265,1,12,False,True,93
A10,0,0,6,False,True,103
F15,0,0,0,False,True,96
F15,0,0,0,False,True,92
F15,0,0,0,False,True,90
F15,289.9553295044698,1,8,True,True,101
F15,0,0,6,False,True,125
F15,0,0,0,False,True,96
A10,0,0,0,False,True,104
F15,0,0,0,False,True,127
A10,0,0,0,False,True,90
F15,0,0,0,False,True,111
A10,5598.2698378378245,20,51,True,True,110
A10,0,0,0,False,True,106
A10,0,0,0,False,True,99
A10,0,0,0,False,True,92
F15,0,0,0,False,True,99
A10,0,0,0,False,True,84
A10,0,0,0,False,True,84
F15,0,0,0,False,True,132
A10,0,0,0,False,True,119
A10,1719.3604602537926,5,25,True,True,109
A10,0,0,0,False,True,93
F15,0,0,0,False,True,120
F15,513.3449216278955,4,14,True,True,122
A10,784.8593996963477,4,18,True,True,115
F15,74.01163163802323,1,2,True,True,103
A10,0,0,12,False,True,99
A10,358.25098870085606,3,18,False,True,93
A10,0,0,0,False,True,100
A10,0,0,0,False,True,117
F15,0,0,2,False,True,87
F15,0,0,0,False,True,84
F15,389.9768618919759,2,10,True,True,93
A10,1420.0635369393144,6,36,True,True,154
A10,0,0,6,False,True,92
A10,0,0,0,False,True,103
F15,147.17178472565354,1,6,True,True,84
F15,193.64370878071333,3,4,True,True,101
A10,0,0,0,False,True,101
F15,719.2408917802265,2,8,True,True,100
F15,288.38891033598816,1,12,True,True,98
F15,101.14285714285714,1,4,True,True,101
F15,0,0,0,False,True,110
A10,0,0,0,False,True,95
A10,0,0,0,False,True,100
F15,161.53025620544213,1,6,True,True,86
F15,128298.1968758562,189,223,True,True,96
A10,0,0,6,False,True,120
A10,0,0,0,False,True,110
F15,0,0,0,False,True,105
F15,0,0,0,False,True,118
A10,0,0,0,False,True,93
A10,0,0,0,False,True,109
A10,78.57189001916828,1,18,False,True,131
F15,0,0,0,False,True,84
A10,0,0,6,False,True,100
F15,0,0,0,False,True,92
A10,54.10170441383815,1,42,False,True,97
F15,0,0,2,False,True,80
F15,0,0,0,False,True,99
A10,0,0,0,False,True,81
F15,0,0,0,False,True,92
A10,0,0,0,False,True,102
F15,0,0,4,False,True,121
F15,26694.86115106117,73,268,True,True,134
F15,0,0,0,False,True,105
F15,125.39522174208093,1,10,True,True,108
F15,0,0,0,False,True,82
F15,0,0,0,False,True,88
A10,465.13549452488684,4,18,False,True,89
F15,0,0,0,False,True,107
F15,450.9453309817279,2,4,True,True,106
F15,0,0,2,False,True,82
A10,1558.8472661457074,14,300,True,True,119
A10,0,0,0,False,True,103
A10,0,0,0,False,True,80
F15,0,0,0,False,True,114
A10,0,0,0,False,True,85
A10,1070.4244677681095,5,24,True,True,104
F15,303.1694550349034,2,8,True,True,96
F15,4901.422216248474,24,232,True,True,116
A10,0,0,6,False,True,93
F15,0,0,0,False,True,97
A10,0,0,6,False,True,87
F15,0,0,0,False,True,86
F15,370.1787447638591,1,6,True,True,104
A10,0,0,0,False,True,104
A10,0,0,0,False,True,105
F15,0,0,0,False,True,81
F15,379.54917379256665,1,8,True,True,108
F15,0,0,0,False,True,94
A10,0,0,6,False,True,88
F15,0,0,0,False,True,106
F15,0,0,2,False,True,102
A10,0,0,0,False,True,90
F15,0,0,0,False,True,97
A10,0,0,0,False,True,94
A10,0,0,0,False,True,104
F15,0,0,0,False,True,105
A10,1038.4127967215327,4,18,True,True,98
A10,0,0,0,False,True,101
A10,30730.96138294808,115,636,True,True,106
A10,0,0,0,False,True,105
A10,0,0,0,False,True,89
F15,0,0,0,False,True,104
F15,0,0,0,False,True,100
A10,126.83766258307696,1,18,False,True,99
F15,240.9496889462839,1,6,True,True,121
A10,0,0,0,False,True,90
F15,0,0,0,False,True,101
A10,0,0,0,False,True,89
F15,0,0,2,False,True,91
F15,0,0,2,False,True,93
A10,347.9934896486716,2,12,False,True,135
A10,0,0,0,False,True,79
F15,0,0,0,False,True,90
A10,2087.3107643202393,10,41,True,True,114
F15,934.103643615473,2,14,True,True,118
A10,2374.597535224859,7,42,True,True,99
F15,305.8847935985659,2,6,True,True,103
A10,0,0,0,False,True,92
A10,297.87356855410223,3,77,False,True,142
A10,0,0,0,False,True,79
A10,1785.342853772377,8,42,True,True,124
A10,0,0,0,False,True,79
F15,0,0,0,False,True,91
F15,213.71160898278276,2,5,True,True,148
A10,0,0,0,False,True,101
F15,0,0,4,False,True,110
A10,59.31864643744183,1,11,False,True,89
F15,0,0,0,False,True,81
F15,0,0,0,False,True,114
F15,0,0,2,False,True,123
A10,0,0,6,False,True,99
A10,63.35801687004974,1,18,False,True,91
A10,0,0,0,False,True,88
F15,0,0,2,False,True,88
F15,507.5700699487869,1,24,True,True,112
A10,0,0,0,False,True,101
A10,0,0,12,False,True,85
F15,398.3155872463248,1,8,True,True,128
F15,0,0,20,False,True,101
F15,192.31609182922972,2,4,True,True,118
A10,0,0,0,False,True,120
F15,0,0,0,False,True,87
F15,0,0,10,False,True,105
F15,0,0,2,False,True,87
F15,586.7262262786687,2,38,True,True,108
F15,0,0,0,False,True,88
F15,0,0,0,False,True,86
F15,0,0,2,False,True,104
F15,0,0,8,False,True,86
F15,5849.179798417935,31,294,True,True,147
A10,0,0,0,False,True,103
A10,0,0,0,False,True,104
A10,0,0,0,False,True,118
F15,0,0,0,False,True,106
A10,0,0,0,False,True,99
A10,1853.2131470354811,7,24,True,True,87
A10,0,0,0,False,True,104
A10,0,0,0,False,True,96
A10,138.89955910873846,2,12,False,True,104
F15,0,0,2,False,True,102
A10,4470.657178869799,36,255,True,True,90
F15,794.239374291724,3,20,True,True,136
F15,0,0,0,False,True,98
F15,0,0,0,False,True,104
A10,0,0,0,False,True,86
F15,0,0,0,False,True,91
A10,0,0,0,False,True,103
F15,0,0,0,False,True,89
A10,0,0,0,False,True,94
A10,0,0,0,False,True,100
F15,0,0,0,False,True,83
A10,0,0,0,False,True,101
A10,516.9640917350808,2,18,True,True,131
A10,19986.836538519485,94,564,True,True,94
